ward_code,ward_name,ward_type,district_name,province_name
5437,Phường Túc Duyên,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5440,Phường Hoàng Văn Thụ,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5443,Phường Trưng Vương,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5446,Phường Quang Trung,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5449,Phường Phan Đình Phùng,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5452,Phường Tân Thịnh,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5455,Phường Thịnh Đán,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5458,Phường Đồng Quang,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5461,Phường Gia Sàng,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5464,Phường Tân Lập,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5467,Phường Cam Giá,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5470,Phường Phú Xá,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5473,Phường Hương Sơn,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5476,Phường Trung Thành,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5479,Phường Tân Thành,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5482,Phường Tân Long,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5485,Xã Phúc Hà,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5488,Xã Phúc Xuân,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5491,Xã Quyết Thắng,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5494,Xã Phúc Trìu,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5497,Xã Thịnh Đức,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5500,Phường Tích Lương,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5503,Xã Tân Cương,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5653,Xã Sơn Cẩm,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5659,Phường Chùa Hang,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5695,Xã Cao Ngạn,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5701,Xã Linh Sơn,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5710,Phường Đồng Bẩm,Phường,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5713,Xã Huống Thượng,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5914,Xã Đồng Liên,Xã,Thành phố Thái Nguyên,Tỉnh Thái Nguyên
5506,Phường Lương Sơn,Phường,Thành phố Sông Công,Tỉnh Thái Nguyên
5509,Phường Châu Sơn,Phường,Thành phố Sông Công,Tỉnh Thái Nguyên
5512,Phường Mỏ Chè,Phường,Thành phố Sông Công,Tỉnh Thái Nguyên
5515,Phường Cải Đan,Phường,Thành phố Sông Công,Tỉnh Thái Nguyên
5518,Phường Thắng Lợi,Phường,Thành phố Sông Công,Tỉnh Thái Nguyên
5521,Phường Phố Cò,Phường,Thành phố Sông Công,Tỉnh Thái Nguyên
5527,Xã Tân Quang,Xã,Thành phố Sông Công,Tỉnh Thái Nguyên
5528,Phường Bách Quang,Phường,Thành phố Sông Công,Tỉnh Thái Nguyên
5530,Xã Bình Sơn,Xã,Thành phố Sông Công,Tỉnh Thái Nguyên
5533,Xã Bá Xuyên,Xã,Thành phố Sông Công,Tỉnh Thái Nguyên
5539,Xã Linh Thông,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5542,Xã Lam Vỹ,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5545,Xã Quy Kỳ,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5548,Xã Tân Thịnh,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5551,Xã Kim Phượng,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5554,Xã Bảo Linh,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5560,Xã Phúc Chu,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5563,Xã Tân Dương,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5566,Xã Phượng Tiến,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5569,Thị trấn Chợ Chu,Thị trấn,Huyện Định Hóa,Tỉnh Thái Nguyên
5572,Xã Đồng Thịnh,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5575,Xã Định Biên,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5578,Xã Thanh Định,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5581,Xã Trung Hội,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5584,Xã Trung Lương,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5587,Xã Bình Yên,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5590,Xã Điềm Mặc,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5593,Xã Phú Tiến,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5596,Xã Bộc Nhiêu,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5599,Xã Sơn Phú,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5602,Xã Phú Đình,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5605,Xã Bình Thành,Xã,Huyện Định Hóa,Tỉnh Thái Nguyên
5611,Thị trấn Đu,Thị trấn,Huyện Phú Lương,Tỉnh Thái Nguyên
5614,Xã Yên Ninh,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5617,Xã Yên Trạch,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5620,Xã Yên Đổ,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5623,Xã Yên Lạc,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5626,Xã Ôn Lương,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5629,Xã Động Đạt,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5632,Xã Phủ Lý,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5635,Xã Phú Đô,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5638,Xã Hợp Thành,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5641,Xã Tức Tranh,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5644,Thị trấn Giang Tiên,Thị trấn,Huyện Phú Lương,Tỉnh Thái Nguyên
5647,Xã Vô Tranh,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5650,Xã Cổ Lũng,Xã,Huyện Phú Lương,Tỉnh Thái Nguyên
5656,Thị trấn Sông Cầu,Thị trấn,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5662,Thị trấn Trại Cau,Thị trấn,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5665,Xã Văn Lăng,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5668,Xã Tân Long,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5671,Xã Hòa Bình,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5674,Xã Quang Sơn,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5677,Xã Minh Lập,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5680,Xã Văn Hán,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5683,Xã Hóa Trung,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5686,Xã Khe Mo,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5689,Xã Cây Thị,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5692,Thị trấn Hóa Thượng,Thị trấn,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5698,Xã Hợp Tiến,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5707,Xã Nam Hòa,Xã,Huyện Đồng Hỷ,Tỉnh Thái Nguyên
5716,Thị trấn Đình Cả,Thị trấn,Huyện Võ Nhai,Tỉnh Thái Nguyên
5719,Xã Sảng Mộc,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5722,Xã Nghinh Tường,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5725,Xã Thần Xa,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5728,Xã Vũ Chấn,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5731,Xã Thượng Nung,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5734,Xã Phú Thượng,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5737,Xã Cúc Đường,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5740,Xã La Hiên,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5743,Xã Lâu Thượng,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5746,Xã Tràng Xá,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5749,Xã Phương Giao,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5752,Xã Liên Minh,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5755,Xã Dân Tiến,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5758,Xã Bình Long,Xã,Huyện Võ Nhai,Tỉnh Thái Nguyên
5761,Thị trấn Hùng Sơn,Thị trấn,Huyện Đại Từ,Tỉnh Thái Nguyên
5767,Xã Phúc Lương,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5770,Xã Minh Tiến,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5773,Xã Yên Lãng,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5776,Xã Đức Lương,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5779,Xã Phú Cường,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5785,Xã Phú Lạc,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5788,Xã Tân Linh,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5791,Xã Phú Thịnh,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5794,Xã Phục Linh,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5797,Xã Phú Xuyên,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5800,Xã Bản Ngoại,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5803,Xã Tiên Hội,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5809,Xã Cù Vân,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5812,Xã Hà Thượng,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5815,Xã La Bằng,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5818,Xã Hoàng Nông,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5821,Xã Khôi Kỳ,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5824,Xã An Khánh,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5827,Xã Tân Thái,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5830,Xã Bình Thuận,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5833,Xã Lục Ba,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5836,Xã Mỹ Yên,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5842,Xã Văn Yên,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5845,Xã Vạn Phú,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5848,Xã Cát Nê,Xã,Huyện Đại Từ,Tỉnh Thái Nguyên
5851,Thị trấn Quân Chu,Thị trấn,Huyện Đại Từ,Tỉnh Thái Nguyên
5854,Phường Bãi Bông,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5857,Phường Bắc Sơn,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5860,Phường Ba Hàng,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5863,Xã Phúc Tân,Xã,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5866,Xã Phúc Thuận,Xã,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5869,Phường Hồng Tiến,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5872,Xã Minh Đức,Xã,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5875,Phường Đắc Sơn,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5878,Phường Đồng Tiến,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5881,Xã Thành Công,Xã,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5884,Phường Tiên Phong,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5887,Xã Vạn Phái,Xã,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5890,Phường Nam Tiến,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5893,Phường Tân Hương,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5896,Phường Đông Cao,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5899,Phường Trung Thành,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5902,Phường Tân Phú,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5905,Phường Thuận Thành,Phường,Thành phố Phổ Yên,Tỉnh Thái Nguyên
5908,Thị trấn Hương Sơn,Thị trấn,Huyện Phú Bình,Tỉnh Thái Nguyên
5911,Xã Bàn Đạt,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5917,Xã Tân Khánh,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5920,Xã Tân Kim,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5923,Xã Tân Thành,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5926,Xã Đào Xá,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5929,Xã Bảo Lý,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5932,Xã Thượng Đình,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5935,Xã Tân Hòa,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5938,Xã Nhã Lộng,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5941,Xã Điềm Thụy,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5944,Xã Xuân Phương,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5947,Xã Tân Đức,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5950,Xã Úc Kỳ,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5953,Xã Lương Phú,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5956,Xã Nga My,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5959,Xã Kha Sơn,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5962,Xã Thanh Ninh,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5965,Xã Dương Thành,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5968,Xã Hà Châu,Xã,Huyện Phú Bình,Tỉnh Thái Nguyên
5971,Phường Hoàng Văn Thụ,Phường,Thành phố Lạng Sơn,Tỉnh Lạng Sơn
5974,Phường Tam Thanh,Phường,Thành phố Lạng Sơn,Tỉnh Lạng Sơn
5977,Phường Vĩnh Trại,Phường,Thành phố Lạng Sơn,Tỉnh Lạng Sơn
5980,Phường Đông Kinh,Phường,Thành phố Lạng Sơn,Tỉnh Lạng Sơn
5983,Phường Chi Lăng,Phường,Thành phố Lạng Sơn,Tỉnh Lạng Sơn
5986,Xã Hoàng Đồng,Xã,Thành phố Lạng Sơn,Tỉnh Lạng Sơn
5989,Xã Quảng Lạc,Xã,Thành phố Lạng Sơn,Tỉnh Lạng Sơn
5992,Xã Mai Pha,Xã,Thành phố Lạng Sơn,Tỉnh Lạng Sơn
5998,Xã Khánh Long,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6001,Xã Đoàn Kết,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6004,Xã Quốc Khánh,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6010,Xã Cao Minh,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6013,Xã Chí Minh,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6016,Xã Tri Phương,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6019,Xã Tân Tiến,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6022,Xã Tân Yên,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6025,Xã Đội Cấn,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6028,Xã Tân Minh,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6031,Xã Kim Đồng,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6034,Xã Chi Lăng,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6037,Xã Trung Thành,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6040,Thị trấn Thất Khê,Thị trấn,Huyện Tràng Định,Tỉnh Lạng Sơn
6043,Xã Đào Viên,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6046,Xã Đề Thám,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6049,Xã Kháng Chiến,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6055,Xã Hùng Sơn,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6058,Xã Quốc Việt,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6061,Xã Hùng Việt,Xã,Huyện Tràng Định,Tỉnh Lạng Sơn
6067,Xã Hưng Đạo,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6070,Xã Vĩnh Yên,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6073,Xã Hoa Thám,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6076,Xã Quý Hòa,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6079,Xã Hồng Phong,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6082,Xã Yên Lỗ,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6085,Xã Thiện Hòa,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6088,Xã Quang Trung,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6091,Xã Thiện Thuật,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6094,Xã Minh Khai,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6097,Xã Thiện Long,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6100,Xã Hoàng Văn Thụ,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6103,Xã Hòa Bình,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6106,Xã Mông Ân,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6109,Xã Tân Hòa,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6112,Thị trấn Bình Gia,Thị trấn,Huyện Bình Gia,Tỉnh Lạng Sơn
6115,Xã Hồng Thái,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6118,Xã Bình La,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6121,Xã Tân Văn,Xã,Huyện Bình Gia,Tỉnh Lạng Sơn
6124,Thị trấn Na Sầm,Thị trấn,Huyện Văn Lãng,Tỉnh Lạng Sơn
6127,Xã Trùng Khánh,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6133,Xã Bắc La,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6136,Xã Thụy Hùng,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6139,Xã Bắc Hùng,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6142,Xã Tân Tác,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6148,Xã Thanh Long,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6151,Xã Hội Hoan,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6154,Xã Bắc Việt,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6157,Xã Hoàng Việt,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6160,Xã Gia Miễn,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6163,Xã Thành Hòa,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6166,Xã Tân Thanh,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6172,Xã Tân Mỹ,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6175,Xã Hồng Thái,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6178,Xã Hoàng Văn Thụ,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6181,Xã Nhạc Kỳ,Xã,Huyện Văn Lãng,Tỉnh Lạng Sơn
6184,Thị trấn Đồng Đăng,Thị trấn,Huyện Cao Lộc,Tỉnh Lạng Sơn
6187,Thị trấn Cao Lộc,Thị trấn,Huyện Cao Lộc,Tỉnh Lạng Sơn
6190,Xã Bảo Lâm,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6193,Xã Thanh Lòa,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6196,Xã Cao Lâu,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6199,Xã Thạch Đạn,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6202,Xã Xuất Lễ,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6205,Xã Hồng Phong,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6208,Xã Thụy Hùng,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6211,Xã Lộc Yên,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6214,Xã Phú Xá,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6217,Xã Bình Trung,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6220,Xã Hải Yến,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6223,Xã Hòa Cư,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6226,Xã Hợp Thành,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6232,Xã Công Sơn,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6235,Xã Gia Cát,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6238,Xã Mẫu Sơn,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6241,Xã Xuân Long,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6244,Xã Tân Liên,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6247,Xã Yên Trạch,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6250,Xã Tân Thành,Xã,Huyện Cao Lộc,Tỉnh Lạng Sơn
6253,Thị trấn Văn Quan,Thị trấn,Huyện Văn Quan,Tỉnh Lạng Sơn
6256,Xã Trấn Ninh,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6268,Xã Liên Hội,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6274,Xã Hòa Bình,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6277,Xã Tú Xuyên,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6280,Xã Điềm He,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6283,Xã An Sơn,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6286,Xã Khánh Khê,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6292,Xã Lương Năng,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6298,Xã Bình Phúc,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6307,Xã Tân Đoàn,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6313,Xã Tri Lễ,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6316,Xã Tràng Phái,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6319,Xã Yên Phúc,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6322,Xã Hữu Lễ,Xã,Huyện Văn Quan,Tỉnh Lạng Sơn
6325,Thị trấn Bắc Sơn,Thị trấn,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6328,Xã Long Đống,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6331,Xã Vạn Thủy,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6337,Xã Đồng ý,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6340,Xã Tân Tri,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6343,Xã Bắc Quỳnh,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6349,Xã Hưng Vũ,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6352,Xã Tân Lập,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6355,Xã Vũ Sơn,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6358,Xã Chiêu Vũ,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6361,Xã Tân Hương,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6364,Xã Chiến Thắng,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6367,Xã Vũ Lăng,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6370,Xã Trấn Yên,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6373,Xã Vũ Lễ,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6376,Xã Nhất Hòa,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6379,Xã Tân Thành,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6382,Xã Nhất Tiến,Xã,Huyện Bắc Sơn,Tỉnh Lạng Sơn
6385,Thị trấn Hữu Lũng,Thị trấn,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6388,Xã Hữu Liên,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6391,Xã Yên Bình,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6394,Xã Quyết Thắng,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6397,Xã Hòa Bình,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6400,Xã Yên Thịnh,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6403,Xã Yên Sơn,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6406,Xã Thiện Tân,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6412,Xã Yên Vượng,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6415,Xã Minh Tiến,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6418,Xã Nhật Tiến,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6421,Xã Thanh Sơn,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6424,Xã Đồng Tân,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6427,Xã Cai Kinh,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6430,Xã Hòa Lạc,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6433,Xã Vân Nham,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6436,Xã Đồng Tiến,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
6442,Xã Tân Thành,Xã,Huyện Hữu Lũng,Tỉnh Lạng Sơn
